"","red.avg","red.lwr","red.upr","red.sd","DM.red.avg","DM.red.sd","DM.lf.avg","DM.lf.sd","study.no"
"1",32.1909215868799,21.8390498230726,42.5427933506871,21.4775998493267,-45.4522368134539,15.3263832447056,3.62957184628237,1.88268747405718,19
