cellid,date.time,from,rain.1h.dmi,air.temp.dmi,mean_wind_speed,soil.temp.dmi,wind.2m.dmi,source.dmi,imei,air.temp.fs,humidity,rain.1h.fs,soil.temp.fs,wind.2m.fs,year2,year4,source.fs,air.temp.error,air.temp.aerror,wind.2m.error,wind.2m.aerror,wind.2m.rerror,rain.1h.error,rain.1h.aerror,rain.1h.rerror,rain.1h.not0.error,rain.1h.not0.aerror,rain.1h.not0.rerror,year,mnth,dom,hr
10km_624_54,2020-04-01T14:00:00Z,2020-04-01 09:00:00,0,7.2,7.9,4.5,6.05937898858182,DMI,869867036916338,7.48,81.4083333333333,0,4.87,4.02333333333333,,2020,FieldSense,-0.28,0.28,2.03604565524848,2.03604565524848,0.506059400641711,0,0,,,,,20,4,1,10
10km_624_54,2020-04-01T15:00:00Z,2020-04-01 10:00:00,0,7.3,7.9,4.7,6.05937898858182,DMI,869867036916338,7.41,84.4,0,5.01833333333333,4.27333333333333,,2020,FieldSense,-0.11,0.11,1.78604565524848,1.78604565524848,0.417951401384201,0,0,,,,,20,4,1,11
10km_624_54,2020-04-01T16:00:00Z,2020-04-01 11:00:00,0,7.7,8.5,4.9,6.51958498771461,DMI,869867036916338,7.91833333333333,71.01,0,5.20333333333333,4.84,,2020,FieldSense,-0.218333333333334,0.218333333333334,1.67958498771461,1.67958498771461,0.347021691676573,0,0,,,,,20,4,1,12
10km_624_54,2020-04-01T17:00:00Z,2020-04-01 12:00:00,0,8.1,9.3,5,7.13319298655834,DMI,869867036916338,7.775,60.9883333333333,0,5.41,5.44833333333333,,2020,FieldSense,0.324999999999998,0.324999999999998,1.68485965322501,1.68485965322501,0.309243129989295,0,0,,,,,20,4,1,13
10km_624_54,2020-04-01T18:00:00Z,2020-04-01 13:00:00,0,7.8,9.1,5.2,6.97979098684741,DMI,869867036916338,7.27166666666667,66.3633333333333,0,5.42,5.31,,2020,FieldSense,0.528333333333332,0.528333333333332,1.66979098684741,1.66979098684741,0.314461579443957,0,0,,,,,20,4,1,14
10km_624_54,2020-04-01T19:00:00Z,2020-04-01 14:00:00,0,7.3,8.5,5.3,6.51958498771461,DMI,869867036916338,6.56166666666667,75.885,0,5.38,5.46833333333333,,2020,FieldSense,0.738333333333333,0.738333333333333,1.05125165438128,1.05125165438128,0.19224352106942,0,0,,,,,20,4,1,15
10km_624_54,2020-04-01T20:00:00Z,2020-04-01 15:00:00,0,6.5,8,5.4,6.13607998843728,DMI,869867036916338,5.87166666666667,84.6233333333333,0,5.28,5.15333333333333,,2020,FieldSense,0.628333333333334,0.628333333333334,0.982746655103949,0.982746655103949,0.190701162051219,0,0,,,,,20,4,1,16
10km_624_54,2020-04-01T21:00:00Z,2020-04-01 16:00:00,0,5.8,7.1,5.4,5.44577098973809,DMI,869867036916338,5.15333333333333,99.7816666666667,0,5.13,3.95333333333333,,2020,FieldSense,0.646666666666667,0.646666666666667,1.49243765640476,1.49243765640476,0.377513741080461,0,0,,,,,20,4,1,17
10km_624_54,2020-04-01T22:00:00Z,2020-04-01 17:00:00,0,5.3,6.3,5.4,4.83216299089436,DMI,869867036916338,5.19333333333333,100,0,5.02,3.86666666666667,,2020,FieldSense,0.106666666666666,0.106666666666666,0.965496324227693,0.965496324227693,0.2496973252313,0,0,,,,,20,4,1,18
10km_624_54,2020-04-01T23:00:00Z,2020-04-01 18:00:00,0.1,5.3,6.3,5.4,4.83216299089436,DMI,869867036916338,5.21,100,0.25,4.94166666666667,4.675,,2020,FieldSense,0.0899999999999999,0.0899999999999999,0.15716299089436,0.15716299089436,0.0336177520629648,-0.15,0.15,-0.6,-0.15,0.15,-0.6,20,4,1,19
10km_624_54,2020-04-02T00:00:00Z,2020-04-01 19:00:00,0,5.3,6.6,5.3,5.06226599046076,DMI,869867036916338,5.28666666666667,100,0,4.88,4.595,,2020,FieldSense,0.0133333333333336,0.0133333333333336,0.467265990460759,0.467265990460759,0.101690095856531,0,0,,,,,20,4,1,20
10km_624_54,2020-04-02T01:00:00Z,2020-04-01 20:00:00,0,5.3,6.8,5.3,5.21566799017169,DMI,869867036916338,4.855,100,0,4.86,4.46666666666667,,2020,FieldSense,0.444999999999999,0.444999999999999,0.749001323505024,0.749001323505024,0.167686863471274,0,0,,,,,20,4,1,21
10km_624_54,2020-04-02T02:00:00Z,2020-04-01 21:00:00,0.1,5.1,6.6,5.2,5.06226599046076,DMI,869867036916338,4.73666666666667,100,0.25,4.8,4.59333333333333,,2020,FieldSense,0.363333333333332,0.363333333333332,0.468932657127426,0.468932657127426,0.102089838271573,-0.15,0.15,-0.6,-0.15,0.15,-0.6,20,4,1,22
10km_624_54,2020-04-02T03:00:00Z,2020-04-01 22:00:00,0.2,5,6.7,5.2,5.13896699031622,DMI,869867036916338,4.77666666666667,100,0,4.77,3.83333333333333,,2020,FieldSense,0.223333333333334,0.223333333333334,1.30563365698289,1.30563365698289,0.340600084430319,0.2,0.2,Inf,0.2,0.2,Inf,20,4,1,23
10km_624_54,2020-04-02T04:00:00Z,2020-04-01 23:00:00,0,5.1,6.6,5.1,5.06226599046076,DMI,869867036916338,4.93166666666667,100,0.5,4.75,4.05666666666667,,2020,FieldSense,0.168333333333332,0.168333333333332,1.00559932379409,1.00559932379409,0.247888083104542,-0.5,0.5,-1,-0.5,0.5,-1,20,4,2,0
10km_624_54,2020-04-02T05:00:00Z,2020-04-02 00:00:00,0,5,6.6,5.1,5.06226599046076,DMI,869867036916338,4.675,100,0,4.67,3.92833333333333,,2020,FieldSense,0.325,0.325,1.13393265712743,1.13393265712743,0.28865489786867,0,0,,,,,20,4,2,1
10km_624_54,2020-04-02T06:00:00Z,2020-04-02 01:00:00,0,4.6,5.9,5.1,4.5253589914725,DMI,869867036916338,4.04333333333333,100,0,4.55,3.76833333333333,,2020,FieldSense,0.556666666666667,0.556666666666667,0.757025658139164,0.757025658139164,0.20089137323463,0,0,,,,,20,4,2,2
10km_624_54,2020-04-02T07:00:00Z,2020-04-02 02:00:00,0,4.4,5.3,5.1,4.0651529923397,DMI,869867036916338,3.725,100,0,4.37,4.06,,2020,FieldSense,0.675,0.675,0.00515299233970001,0.00515299233970001,0.00126920993588664,0,0,,,,,20,4,2,3
10km_624_54,2020-04-02T08:00:00Z,2020-04-02 03:00:00,0,4,5.3,5,4.0651529923397,DMI,869867036916338,3.71666666666667,100,0,4.25833333333333,4.02833333333333,,2020,FieldSense,0.283333333333334,0.283333333333334,0.0368196590063663,0.0368196590063663,0.00914017186752991,0,0,,,,,20,4,2,4
10km_624_54,2020-04-02T09:00:00Z,2020-04-02 04:00:00,0,4,5.7,4.9,4.37195699176156,DMI,869867036916338,4.24666666666667,99.4816666666667,0,4.18,4.70666666666667,,2020,FieldSense,-0.246666666666667,0.246666666666667,-0.334709674905103,0.334709674905103,-0.0711139535917357,0,0,,,,,20,4,2,5
10km_624_54,2020-04-02T10:00:00Z,2020-04-02 05:00:00,0,4.5,6.2,4.8,4.75546199103889,DMI,869867036916338,4.70333333333333,95.1116666666667,0,4.225,5.295,,2020,FieldSense,-0.203333333333334,0.203333333333334,-0.539538008961106,0.539538008961106,-0.101895752400587,0,0,,,,,20,4,2,6
10km_624_54,2020-04-02T11:00:00Z,2020-04-02 06:00:00,0,5.1,6.6,4.8,5.06226599046076,DMI,869867036916338,5.76333333333333,89.1283333333333,0,4.44333333333333,6.22,,2020,FieldSense,-0.663333333333333,0.663333333333333,-1.15773400953924,1.15773400953924,-0.186130869700843,0,0,,,,,20,4,2,7
10km_624_54,2020-04-02T12:00:00Z,2020-04-02 07:00:00,0,5.9,7.9,4.8,6.05937898858182,DMI,869867036916338,6.71333333333333,82.9083333333333,0,4.79666666666667,6.91166666666667,,2020,FieldSense,-0.813333333333333,0.813333333333333,-0.852287678084848,0.852287678084848,-0.123311455715194,0,0,,,,,20,4,2,8
10km_624_54,2020-04-02T13:00:00Z,2020-04-02 08:00:00,0,6.9,8.5,4.9,6.51958498771461,DMI,869867036916338,7.22166666666667,85.6566666666667,0,5.03666666666667,7.625,,2020,FieldSense,-0.321666666666666,0.321666666666666,-1.10541501228539,1.10541501228539,-0.144972460627592,0,0,,,,,20,4,2,9
10km_624_54,2020-04-02T14:00:00Z,2020-04-02 09:00:00,0,7.4,9.9,5,7.59339898569114,DMI,869867036916338,7.56333333333333,85.335,0,5.34,9.00833333333333,,2020,FieldSense,-0.163333333333332,0.163333333333332,-1.4149343476422,1.4149343476422,-0.157069492800244,0,0,,,,,20,4,2,10
10km_624_54,2020-04-02T15:00:00Z,2020-04-02 10:00:00,0,7.8,11.6,5.2,8.89731598323406,DMI,869867036916338,7.95166666666667,76.0533333333333,0,5.54,10.4416666666667,,2020,FieldSense,-0.151666666666666,0.151666666666666,-1.54435068343261,1.54435068343261,-0.147902699131614,0,0,,,,,20,4,2,11
10km_624_54,2020-04-02T16:00:00Z,2020-04-02 11:00:00,0,7.9,12.4,5.3,9.51092398207779,DMI,869867036916338,7.37833333333333,80.9716666666667,0,5.6,9.35333333333333,,2020,FieldSense,0.521666666666667,0.521666666666667,0.157590648744456,0.157590648744456,0.0168486082050381,0,0,,,,,20,4,2,12
10km_624_54,2020-04-02T17:00:00Z,2020-04-02 12:00:00,0,7.5,11.9,5.5,9.12741898280046,DMI,869867036916338,7.43428571428571,80.2414285714286,0,5.63,8.66857142857143,,2020,FieldSense,0.0657142857142858,0.0657142857142858,0.458847554229029,0.458847554229029,0.0529323150890442,0,0,,,,,20,4,2,13
10km_624_54,2020-04-02T18:00:00Z,2020-04-02 13:00:00,0.1,7.3,11.4,5.5,8.74391398352313,DMI,869867036916338,5.715,93.8433333333333,0.75,5.685,7.42333333333333,,2020,FieldSense,1.585,1.585,1.3205806501898,1.3205806501898,0.177895911565756,-0.65,0.65,-0.866666666666667,-0.65,0.65,-0.866666666666667,20,4,2,14
10km_624_54,2020-04-02T19:00:00Z,2020-04-02 14:00:00,0.6,6.2,10.7,5.6,8.20700698453487,DMI,869867036916338,4.96666666666667,95.34,0.25,5.47666666666667,7.01333333333333,,2020,FieldSense,1.23333333333333,1.23333333333333,1.19367365120153,1.19367365120153,0.170200615665618,0.35,0.35,1.4,0.35,0.35,1.4,20,4,2,15
10km_624_54,2020-04-02T20:00:00Z,2020-04-02 15:00:00,0.2,5,10.1,5.7,7.74680098540207,DMI,869867036916338,4.55666666666667,81.2133333333333,0,5.28833333333333,6.895,,2020,FieldSense,0.443333333333332,0.443333333333332,0.85180098540207,0.85180098540207,0.123538939144608,0.2,0.2,Inf,0.2,0.2,Inf,20,4,2,16
10km_624_54,2020-04-02T21:00:00Z,2020-04-02 16:00:00,0,4.9,10,5.7,7.6700999855466,DMI,869867036916338,3.99166666666667,69.4866666666667,0,4.99666666666667,5.75166666666667,,2020,FieldSense,0.908333333333334,0.908333333333334,1.91843331887994,1.91843331887994,0.333543897805843,0,0,,,,,20,4,2,17
10km_624_54,2020-04-02T22:00:00Z,2020-04-02 17:00:00,0,4.4,10.1,5.6,7.74680098540207,DMI,869867036916338,3.17666666666667,68.6666666666667,0,4.59,6.28,,2020,FieldSense,1.22333333333333,1.22333333333333,1.46680098540207,1.46680098540207,0.233567035892049,0,0,,,,,20,4,2,18
10km_624_54,2020-04-02T23:00:00Z,2020-04-02 18:00:00,0,3.8,9,5.5,6.90308998699194,DMI,869867036916338,3.175,72.3316666666667,0,4.215,6.345,,2020,FieldSense,0.625,0.625,0.558089986991943,0.558089986991943,0.0879574447583835,0,0,,,,,20,4,2,19
10km_624_54,2020-04-03T00:00:00Z,2020-04-02 19:00:00,0,3.4,8.9,5.4,6.82638898713648,DMI,869867036916338,3.33,81.7616666666667,0,3.965,6.52666666666667,,2020,FieldSense,0.0699999999999998,0.0699999999999998,0.299722320469811,0.299722320469811,0.0459227253018095,0,0,,,,,20,4,2,20
10km_624_54,2020-04-03T01:00:00Z,2020-04-02 20:00:00,0.1,3.3,9.2,5.2,7.05649198670287,DMI,869867036916338,2.835,93.615,0,3.88,5.965,,2020,FieldSense,0.464999999999999,0.464999999999999,1.09149198670287,1.09149198670287,0.182982730377682,0.1,0.1,Inf,0.1,0.1,Inf,20,4,2,21
10km_624_54,2020-04-03T02:00:00Z,2020-04-02 21:00:00,0.4,3.1,8.7,5.1,6.67298698742554,DMI,869867036916338,2.20166666666667,99.8033333333333,0,3.78,5.08166666666667,,2020,FieldSense,0.898333333333333,0.898333333333333,1.59132032075888,1.59132032075888,0.313149292376296,0.4,0.4,Inf,0.4,0.4,Inf,20,4,2,22
10km_624_54,2020-04-03T03:00:00Z,2020-04-02 22:00:00,0,2.8,8.1,4.9,6.21278098829275,DMI,869867036916338,2.80166666666667,94.6983333333333,0,3.67166666666667,4.95833333333333,,2020,FieldSense,-0.00166666666666648,0.00166666666666648,1.25444765495942,1.25444765495942,0.25299784637837,0,0,,,,,20,4,2,23
10km_624_54,2020-04-03T04:00:00Z,2020-04-02 23:00:00,0,3,8.1,4.8,6.21278098829275,DMI,869867036916338,2.95,86.9666666666667,0,3.59,4.64666666666667,,2020,FieldSense,0.0499999999999994,0.0499999999999994,1.56611432162608,1.56611432162608,0.337040384854967,0,0,,,,,20,4,3,0
10km_624_54,2020-04-03T05:00:00Z,2020-04-03 00:00:00,0,3.2,8.7,4.7,6.67298698742554,DMI,869867036916338,2.99333333333333,80.7433333333333,0,3.53,4.00333333333333,,2020,FieldSense,0.206666666666667,0.206666666666667,2.66965365409221,2.66965365409221,0.666857698774075,0,0,,,,,20,4,3,1
10km_624_54,2020-04-03T06:00:00Z,2020-04-03 01:00:00,0,2.8,8.2,4.7,6.28948198814822,DMI,869867036916338,2.54666666666667,84.1266666666667,0,3.41166666666667,4.25166666666667,,2020,FieldSense,0.253333333333333,0.253333333333333,2.03781532148155,2.03781532148155,0.479297997996444,0,0,,,,,20,4,3,2
10km_624_54,2020-04-03T07:00:00Z,2020-04-03 02:00:00,0,2.5,7.6,4.6,5.82927598901542,DMI,869867036916338,2.08,83.48,0,3.29,3.47166666666667,,2020,FieldSense,0.42,0.42,2.35760932234875,2.35760932234875,0.679100140858978,0,0,,,,,20,4,3,3
10km_624_54,2020-04-03T08:00:00Z,2020-04-03 03:00:00,0,2.3,7.2,4.5,5.52247198959356,DMI,869867036916338,1.75,83.9983333333333,0,3.13,3.8,,2020,FieldSense,0.55,0.55,1.72247198959356,1.72247198959356,0.45328210252462,0,0,,,,,20,4,3,4
10km_624_54,2020-04-03T09:00:00Z,2020-04-03 04:00:00,0,2.1,6.8,4.4,5.21566799017169,DMI,869867036916338,1.58833333333333,89.97,0,3.02,3.81166666666667,,2020,FieldSense,0.511666666666667,0.511666666666667,1.40400132350502,1.40400132350502,0.368343154395721,0,0,,,,,20,4,3,5
10km_624_54,2020-04-03T10:00:00Z,2020-04-03 05:00:00,0.1,1.9,6.9,4.3,5.29236899002716,DMI,869867036916338,2.67333333333333,79.6966666666667,0,3.06,5.09166666666667,,2020,FieldSense,-0.773333333333333,0.773333333333333,0.200702323360491,0.200702323360491,0.0394178049153173,0.1,0.1,Inf,0.1,0.1,Inf,20,4,3,6
10km_624_54,2020-04-03T11:00:00Z,2020-04-03 06:00:00,0,2.6,7.4,4.2,5.67587398930449,DMI,869867036916338,3.33833333333333,72.9016666666667,0,3.26666666666667,5.38666666666667,,2020,FieldSense,-0.738333333333333,0.738333333333333,0.28920732263782,0.28920732263782,0.0536894782124666,0,0,,,,,20,4,3,7
10km_624_54,2020-04-03T12:00:00Z,2020-04-03 07:00:00,0,3.5,9.2,4.2,7.05649198670287,DMI,869867036916338,4.71833333333333,66.0666666666667,0,3.66333333333333,5.86666666666667,,2020,FieldSense,-1.21833333333333,1.21833333333333,1.18982532003621,1.18982532003621,0.202811134097081,0,0,,,,,20,4,3,8
10km_624_54,2020-04-03T13:00:00Z,2020-04-03 08:00:00,0,4.4,9.8,4.2,7.51669798583567,DMI,869867036916338,5.04333333333333,63.1233333333333,0,4.12,5.52666666666667,,2020,FieldSense,-0.643333333333334,0.643333333333334,1.99003131916901,1.99003131916901,0.360078043275454,0,0,,,,,20,4,3,9
10km_624_54,2020-04-03T14:00:00Z,2020-04-03 09:00:00,0,4.8,10,4.4,7.6700999855466,DMI,869867036916338,5.71,56.5183333333333,0,4.54833333333333,6.69666666666667,,2020,FieldSense,-0.910000000000001,0.910000000000001,0.973433318879936,0.973433318879936,0.145360873899443,0,0,,,,,20,4,3,10
10km_624_54,2020-04-03T15:00:00Z,2020-04-03 10:00:00,0,5.3,10.3,4.6,7.900202985113,DMI,869867036916338,5.835,57.65,0,5.00666666666667,5.94166666666667,,2020,FieldSense,-0.535,0.535,1.95853631844634,1.95853631844634,0.329627430874559,0,0,,,,,20,4,3,11
10km_624_54,2020-04-03T16:00:00Z,2020-04-03 11:00:00,0,5.7,10.4,4.8,7.97690398496847,DMI,869867036916338,6.21666666666667,51.1833333333333,0,5.425,6.715,,2020,FieldSense,-0.516666666666666,0.516666666666666,1.26190398496847,1.26190398496847,0.187923154872445,0,0,,,,,20,4,3,12
10km_624_54,2020-04-03T17:00:00Z,2020-04-03 12:00:00,0,5.9,10.1,5,7.74680098540207,DMI,869867036916338,6.205,51.3383333333333,0,5.61,5.88,,2020,FieldSense,-0.304999999999999,0.304999999999999,1.86680098540207,1.86680098540207,0.317483160782665,0,0,,,,,20,4,3,13
10km_624_54,2020-04-03T18:00:00Z,2020-04-03 13:00:00,0,5.7,9.9,5.2,7.59339898569114,DMI,869867036916338,5.88166666666667,56.8816666666667,0,5.715,5.39666666666667,,2020,FieldSense,-0.181666666666667,0.181666666666667,2.19673231902447,2.19673231902447,0.40705354892362,0,0,,,,,20,4,3,14
10km_624_54,2020-04-03T19:00:00Z,2020-04-03 14:00:00,0,5.5,9.6,5.4,7.36329598612474,DMI,869867036916338,6.495,52.8966666666667,0,5.78,4.83333333333333,,2020,FieldSense,-0.995,0.995,2.52996265279141,2.52996265279141,0.523440548853394,0,0,,,,,20,4,3,15
10km_624_54,2020-04-03T20:00:00Z,2020-04-03 15:00:00,0,5.5,8.8,5.4,6.74968798728101,DMI,869867036916338,4.74666666666667,63.27,0,5.62166666666667,3.70333333333333,,2020,FieldSense,0.753333333333333,0.753333333333333,3.04635465394768,3.04635465394768,0.82259801636751,0,0,,,,,20,4,3,16
10km_624_54,2020-04-03T21:00:00Z,2020-04-03 16:00:00,0,5,7.2,5.4,5.52247198959356,DMI,869867036916338,3.80166666666667,71.8466666666667,0,5.31833333333333,3.105,,2020,FieldSense,1.19833333333333,1.19833333333333,2.41747198959355,2.41747198959355,0.778573909691966,0,0,,,,,20,4,3,17
10km_624_54,2020-04-03T22:00:00Z,2020-04-03 17:00:00,0.1,4,6.1,5.4,4.67876099118343,DMI,869867036916338,2.35833333333333,78.7883333333333,0,4.945,2.08333333333333,,2020,FieldSense,1.64166666666667,1.64166666666667,2.5954276578501,2.5954276578501,1.24580527576805,0.1,0.1,Inf,0.1,0.1,Inf,20,4,3,18
10km_624_54,2020-04-03T23:00:00Z,2020-04-03 18:00:00,0,2.9,4.3,5.2,3.29814299378504,DMI,869867036916338,0.535,91.6516666666667,0,4.475,1.28333333333333,,2020,FieldSense,2.365,2.365,2.01480966045171,2.01480966045171,1.56998155359873,0,0,,,,,20,4,3,19
10km_624_54,2020-04-04T00:00:00Z,2020-04-03 19:00:00,0,2.1,3.6,5.1,2.76123599479678,DMI,869867036916338,0.523333333333333,92.8983333333333,0,4.04833333333333,1.73333333333333,,2020,FieldSense,1.57666666666667,1.57666666666667,1.02790266146344,1.02790266146344,0.59302076622891,0,0,,,,,20,4,3,20
10km_624_54,2020-04-04T01:00:00Z,2020-04-03 20:00:00,0,1.5,3.5,4.9,2.68453499494131,DMI,869867036916338,0.0316666666666667,97.595,0,3.715,1.67833333333333,,2020,FieldSense,1.46833333333333,1.46833333333333,1.00620166160798,1.00620166160798,0.59952432667804,0,0,,,,,20,4,3,21
10km_624_54,2020-04-04T02:00:00Z,2020-04-03 21:00:00,0,1.1,3.2,4.8,2.45443199537491,DMI,869867036916338,-0.346666666666667,100,0,3.42333333333333,1.22833333333333,,2020,FieldSense,1.44666666666667,1.44666666666667,1.22609866204158,1.22609866204158,0.998180728934801,0,0,,,,,20,4,3,22
10km_624_54,2020-04-04T03:00:00Z,2020-04-03 22:00:00,0,0.4,2.6,4.6,1.99422599624212,DMI,869867036916338,-0.941666666666667,100,0,3.16166666666667,0.601666666666667,,2020,FieldSense,1.34166666666667,1.34166666666667,1.39255932957545,1.39255932957545,2.31450304084562,0,0,,,,,20,4,3,23
10km_624_54,2020-04-04T04:00:00Z,2020-04-03 23:00:00,0,-0.1,2.4,4.4,1.84082399653118,DMI,869867036916338,-0.706666666666667,100,0,2.95333333333333,1.07666666666667,,2020,FieldSense,0.606666666666667,0.606666666666667,0.764157329864518,0.764157329864518,0.709743650028964,0,0,,,,,20,4,4,0
10km_624_54,2020-04-04T05:00:00Z,2020-04-04 00:00:00,0,-0.4,2.4,4.3,1.84082399653118,DMI,869867036916338,-2.42,100,0,2.74666666666667,0.891666666666667,,2020,FieldSense,2.02,2.02,0.949157329864518,0.949157329864518,1.06447551012843,0,0,,,,,20,4,4,1
10km_624_54,2020-04-04T06:00:00Z,2020-04-04 01:00:00,0,-0.4,2.1,4.1,1.61072099696479,DMI,869867036916338,-2.57833333333333,100,0,2.455,1.09,,2020,FieldSense,2.17833333333333,2.17833333333333,0.520720996964787,0.520720996964787,0.477725685288795,0,0,,,,,20,4,4,2
10km_624_54,2020-04-04T07:00:00Z,2020-04-04 02:00:00,0,-0.8,1.9,4,1.45731899725385,DMI,869867036916338,-3.04,100,0,2.235,0.998333333333333,,2020,FieldSense,2.24,2.24,0.458985663920521,0.458985663920521,0.459751917115714,0,0,,,,,20,4,4,3
10km_624_54,2020-04-04T08:00:00Z,2020-04-04 03:00:00,0,-1,1.9,3.9,1.45731899725385,DMI,869867036916338,-3.23333333333333,100,0,2.05,0.911666666666667,,2020,FieldSense,2.23333333333333,2.23333333333333,0.545652330587188,0.545652330587188,0.598521752015197,0,0,,,,,20,4,4,4
10km_624_54,2020-04-04T09:00:00Z,2020-04-04 04:00:00,0,-1.2,1.8,3.8,1.38061799739839,DMI,869867036916338,-2.03333333333333,100,0,1.93,0.265,,2020,FieldSense,0.833333333333334,0.833333333333334,1.11561799739839,1.11561799739839,4.20987923546562,0,0,,,,,20,4,4,5
10km_624_54,2020-04-04T10:00:00Z,2020-04-04 05:00:00,0,-0.6,1.9,3.6,1.45731899725385,DMI,869867036916338,0.645,100,0,2.06,1.565,,2020,FieldSense,-1.245,1.245,-0.107681002746146,0.107681002746146,-0.0688057525534477,0,0,,,,,20,4,4,6
10km_624_54,2020-04-04T11:00:00Z,2020-04-04 06:00:00,0,1.1,2.2,3.6,1.68742199682025,DMI,869867036916338,3.59166666666667,97.6583333333333,0,2.48666666666667,2.375,,2020,FieldSense,-2.49166666666667,2.49166666666667,-0.687578003179747,0.687578003179747,-0.28950652765463,0,0,,,,,20,4,4,7
10km_624_54,2020-04-04T12:00:00Z,2020-04-04 07:00:00,0,3.6,2.9,3.5,2.22432899580852,DMI,869867036916338,6.015,82.8433333333333,0,3.29833333333333,3.55333333333333,,2020,FieldSense,-2.415,2.415,-1.32900433752482,1.32900433752482,-0.374016230072651,0,0,,,,,20,4,4,8
10km_624_54,2020-04-04T13:00:00Z,2020-04-04 08:00:00,0,5.5,3.6,3.6,2.76123599479678,DMI,869867036916338,7.45,64.0066666666667,0,4.195,3.76166666666667,,2020,FieldSense,-1.95,1.95,-1.00043067186989,1.00043067186989,-0.265954099743878,0,0,,,,,20,4,4,9
10km_624_54,2020-04-04T14:00:00Z,2020-04-04 09:00:00,0,6.9,4.1,3.9,3.14474099407411,DMI,869867036916338,8.83833333333333,53.2033333333333,0,5.04833333333333,3.85166666666667,,2020,FieldSense,-1.93833333333333,1.93833333333333,-0.706925672592559,0.706925672592559,-0.183537604307891,0,0,,,,,20,4,4,10
