station,date,time,prec,metp,wv2
6069,21/02/2018,10,0,0.3,null
6069,21/02/2018,11,0,1.2,null
6069,21/02/2018,12,0,2.1,null
6069,21/02/2018,13,0,2.5,null
6069,21/02/2018,14,0,2.1,null
6069,21/02/2018,15,0,1.7,null
6069,21/02/2018,16,0,1.7,null
6069,21/02/2018,17,0,1.8,null
6069,21/02/2018,18,0,1.9,null
6069,21/02/2018,19,0,1.8,null
6069,21/02/2018,20,0,2,null
6069,21/02/2018,21,0,1.7,null
6069,21/02/2018,22,0,1.3,null
6069,21/02/2018,23,0,1.1,null
6069,22/02/2018,0,0.1,1.2,null
6069,22/02/2018,1,0.1,1.1,null
6069,22/02/2018,2,0.1,1,null
6069,22/02/2018,3,0.1,1,null
6069,22/02/2018,4,0,1,null
6069,22/02/2018,5,0,0.9,null
6069,22/02/2018,6,0,0.7,null
6069,22/02/2018,7,0,0.6,null
6069,22/02/2018,8,0,0.4,null
6069,22/02/2018,9,0,0.6,null
6069,22/02/2018,10,0,0.6,null
6069,22/02/2018,11,0,0.1,null
6069,22/02/2018,12,0,0.3,null
6069,22/02/2018,13,0,1,null
6069,22/02/2018,14,0,1.6,null
6069,22/02/2018,15,0,1.7,null
6069,22/02/2018,16,0,1.5,null
6069,22/02/2018,17,0,0,null
6069,22/02/2018,18,0,-1.7,null
6069,22/02/2018,19,0,-2.4,null
6069,22/02/2018,20,0,-2.8,null
6069,22/02/2018,21,0,-3.2,null
6069,22/02/2018,22,0,-3.5,null
6069,22/02/2018,23,0,-3.4,null
6069,23/02/2018,0,0,-3.6,null
6069,23/02/2018,1,0,-4,null
6069,23/02/2018,2,0,-4.2,null
6069,23/02/2018,3,0,-4.4,null
6069,23/02/2018,4,0,-4.7,null
6069,23/02/2018,5,0,-4.9,null
6069,23/02/2018,6,0,-4.9,null
6069,23/02/2018,7,0,-4.9,null
6069,23/02/2018,8,0,-4,null
6069,23/02/2018,9,0,-3,null
6069,23/02/2018,10,0,-1.8,null
6069,23/02/2018,11,0,-0.8,null
6069,23/02/2018,12,0,0.6,null
6069,23/02/2018,13,0,1.5,null
6069,23/02/2018,14,0,1.9,null
6069,23/02/2018,15,0,1.7,null
6069,23/02/2018,16,0,1.2,null
6069,23/02/2018,17,0,0.7,null
6069,23/02/2018,18,0,0,null
6069,23/02/2018,19,0,-0.5,null
6069,23/02/2018,20,0,-1,null
6069,23/02/2018,21,0,-1.2,null
6069,23/02/2018,22,0,-1.4,null
6069,23/02/2018,23,0,-1.6,null
6069,24/02/2018,0,0,-1.7,null
6069,24/02/2018,1,0,-1.4,null
6069,24/02/2018,2,0,-1.2,null
6069,24/02/2018,3,0,-1,null
6069,24/02/2018,4,0,-1,null
6069,24/02/2018,5,0,-1.1,null
6069,24/02/2018,6,0,-1.1,null
6069,24/02/2018,7,0,-1.5,null
6069,24/02/2018,8,0,-1.7,null
6069,24/02/2018,9,0,-1.4,null
6069,24/02/2018,10,0,-1,null
6069,24/02/2018,11,0,-0.8,null
6069,24/02/2018,12,0,-1,null
6069,24/02/2018,13,0,-0.3,null
6069,24/02/2018,14,0,-0.2,null
6069,24/02/2018,15,0,-0.7,null
6069,24/02/2018,16,0,-1,null
6069,24/02/2018,17,0,-2.1,null
6069,24/02/2018,18,0,-2.9,null
6069,24/02/2018,19,0,-3.3,null
6069,24/02/2018,20,0,-3.9,null
6069,24/02/2018,21,0,-4.4,null
6069,24/02/2018,22,0,-4.3,null
6069,24/02/2018,23,0,-4.2,null
6069,25/02/2018,0,0,-4.2,null
6069,25/02/2018,1,0,-4.1,null
6069,25/02/2018,2,0,-3.8,null
6069,25/02/2018,3,0,-4,null
6069,25/02/2018,4,0,-4,null
6069,25/02/2018,5,0,-3.6,null
6069,25/02/2018,6,0,-3.4,null
6069,25/02/2018,7,0,-3.8,null
6069,25/02/2018,8,0,-3.9,null
6069,25/02/2018,9,0,-3.8,null
6069,25/02/2018,10,0,-3.5,null
6069,25/02/2018,11,0,-3.7,null
6069,25/02/2018,12,0,-3.7,null
6069,25/02/2018,13,0,-3.4,null
6069,25/02/2018,14,0,-3.8,null
6069,25/02/2018,15,0,-4,null
6069,25/02/2018,16,0,-4.2,null
6069,25/02/2018,17,0,-4.6,null
6069,25/02/2018,18,0,-4.9,null
6069,25/02/2018,19,0,-5.2,null
6069,25/02/2018,20,0,-5.2,null
6069,25/02/2018,21,0,-4.9,null
6069,25/02/2018,22,0,-5,null
6069,25/02/2018,23,0,-5.5,null
6069,26/02/2018,0,0,-5.9,null
6069,26/02/2018,1,0,-6.1,null
6069,26/02/2018,2,0,-5.9,null
6069,26/02/2018,3,0,-6.6,null
6069,26/02/2018,4,0,-7.2,null
6069,26/02/2018,5,0,-7.6,null
6069,26/02/2018,6,0,-7.3,null
6069,26/02/2018,7,0,-6.9,null
6069,26/02/2018,8,0,-6.8,null
6069,26/02/2018,9,0,-4.9,null
6069,26/02/2018,10,0,-3.5,null
6069,26/02/2018,11,0,-2.8,null
6069,26/02/2018,12,0,-2.9,null
6069,26/02/2018,13,0,-3.4,null
6069,26/02/2018,14,0,-3.4,null
6069,26/02/2018,15,0,-3.4,null
6069,26/02/2018,16,0,-3.9,null
6069,26/02/2018,17,0,-4.5,null
6069,26/02/2018,18,0,-5.3,null
6069,26/02/2018,19,0,-6,null
6069,26/02/2018,20,0,-6.1,null
6069,26/02/2018,21,0,-5.6,null
6069,26/02/2018,22,0,-4.9,null
6069,26/02/2018,23,0,-4.6,null
6069,27/02/2018,0,0,-4.5,null
6069,27/02/2018,1,0,-4.6,null
6069,27/02/2018,2,0,-4.6,null
6069,27/02/2018,3,0,-4.7,null
6069,27/02/2018,4,0,-5.1,null
6069,27/02/2018,5,0,-5.8,null
6069,27/02/2018,6,0,-6,null
6069,27/02/2018,7,0,-6.8,null
6069,27/02/2018,8,0,-6.8,null
6069,27/02/2018,9,0,-6.3,null
6069,27/02/2018,10,0,-6.5,null
6069,27/02/2018,11,0,-7.1,null
6069,27/02/2018,12,0,-6.9,null
6069,27/02/2018,13,0,-6.5,null
6069,27/02/2018,14,0,-6.8,null
6069,27/02/2018,15,0,-7,null
6069,27/02/2018,16,0,-6.5,null
6069,27/02/2018,17,0,-6.9,null
6069,27/02/2018,18,0,-7.4,null
6069,27/02/2018,19,0,-7.6,null
6069,27/02/2018,20,0,-8.3,null
6069,27/02/2018,21,0,-8.9,null
6069,27/02/2018,22,0,-9,null
6069,27/02/2018,23,0,-8.9,null
6069,28/02/2018,0,0,-9.1,null
6069,28/02/2018,1,0,-9.3,null
6069,28/02/2018,2,0,-9.1,null
6069,28/02/2018,3,0,-9.2,null
6069,28/02/2018,4,0,-9.2,null
6069,28/02/2018,5,0,-9.1,null
6069,28/02/2018,6,0,-8.7,null
6069,28/02/2018,7,0,-8.6,null
6069,28/02/2018,8,0,-8.4,null
6069,28/02/2018,9,0,-8.3,null
6069,28/02/2018,10,0,-8.1,null
6069,28/02/2018,11,0,-7.3,null
6069,28/02/2018,12,0,-7,null
6069,28/02/2018,13,0,-6.7,null
6069,28/02/2018,14,0,-6.5,null
6069,28/02/2018,15,0,-6.3,null
6069,28/02/2018,16,0,-6.7,null
6069,28/02/2018,17,0,-7.5,null
6069,28/02/2018,18,0,-7.8,null
6069,28/02/2018,19,0,-7.7,null
6069,28/02/2018,20,0,-7.6,null
6069,28/02/2018,21,0,-7.6,null
6069,28/02/2018,22,0,-7.6,null
6069,28/02/2018,23,0,-7.9,null
6069,01/03/2018,0,0,-8,null
6069,01/03/2018,1,0,-8,null
6069,01/03/2018,2,0,-7.8,null
6069,01/03/2018,3,0,-7.8,null
6069,01/03/2018,4,0,-7.7,null
6069,01/03/2018,5,0,-7.5,null
6069,01/03/2018,6,0,-7.4,null
6069,01/03/2018,7,0,-7,null
6069,01/03/2018,8,0,-6.8,null
6069,01/03/2018,9,0,-6.6,null
6069,01/03/2018,10,0,-6.3,null
6069,01/03/2018,11,0,-6.4,null
6069,01/03/2018,12,0,-6.2,null
6069,01/03/2018,13,0,-5.7,null
6069,01/03/2018,14,0,-5.5,null
6069,01/03/2018,15,0,-5.7,null
6069,01/03/2018,16,0,-5.8,null
6069,01/03/2018,17,0,-5.4,null
6069,01/03/2018,18,0,-5.7,null
6069,01/03/2018,19,0,-5.9,null
6069,01/03/2018,20,0,-5.5,null
6069,01/03/2018,21,0,-5.6,null
6069,01/03/2018,22,0,-5.8,null
6069,01/03/2018,23,0,-6.2,null
6069,02/03/2018,0,0,-5.6,null
6069,02/03/2018,1,0,-5.2,null
6069,02/03/2018,2,0,-4.9,null
6069,02/03/2018,3,0,-4.8,null
6069,02/03/2018,4,0,-4.8,null
6069,02/03/2018,5,0,-4.8,null
6069,02/03/2018,6,0,-5,null
6069,02/03/2018,7,0,-5.2,null
6069,02/03/2018,8,0,-4.9,null
6069,02/03/2018,9,0,-4.5,null
6069,02/03/2018,10,0,-4.1,null
6069,02/03/2018,11,0,-3.9,null
6069,02/03/2018,12,0,-3.8,null
6069,02/03/2018,13,0,-3.9,null
6069,02/03/2018,14,0,-3.6,null
6069,02/03/2018,15,0,-2.9,null
6069,02/03/2018,16,0,-2.9,null
6069,02/03/2018,17,0,-3,null
6069,02/03/2018,18,0,-3.1,null
6069,02/03/2018,19,0,-3,null
6069,02/03/2018,20,0,-3,null
6069,02/03/2018,21,0,-3,null
6069,02/03/2018,22,0,-2.9,null
6069,02/03/2018,23,0,-3.1,null
6069,03/03/2018,0,0,-3.3,null
6069,03/03/2018,1,0,-3.5,null
6069,03/03/2018,2,0,-3.8,null
6069,03/03/2018,3,0,-3.7,null
6069,03/03/2018,4,0,-3.7,null
6069,03/03/2018,5,0,-3.7,null
6069,03/03/2018,6,0,-3.6,null
6069,03/03/2018,7,0,-3.4,null
6069,03/03/2018,8,0,-3.3,null
6069,03/03/2018,9,0,-3.1,null
6069,03/03/2018,10,0,-2.7,null
6069,03/03/2018,11,0,-2.1,null
6069,03/03/2018,12,0,-1.6,null
6069,03/03/2018,13,0,-1.3,null
6069,03/03/2018,14,0,-1,null
6069,03/03/2018,15,0,-1,null
6069,03/03/2018,16,0,-1.2,null
6069,03/03/2018,17,0,-1.4,null
6069,03/03/2018,18,0,-1.5,null
6069,03/03/2018,19,0,-1.7,null
6069,03/03/2018,20,0,-1.8,null
6069,03/03/2018,21,0,-1.8,null
6069,03/03/2018,22,0,-2.2,null
6069,03/03/2018,23,0,-2.3,null
6069,04/03/2018,0,0,-2.5,null
6069,04/03/2018,1,0,-2.7,null
6069,04/03/2018,2,0,-2.8,null
6069,04/03/2018,3,0,-2.9,null
6069,04/03/2018,4,0,-2.9,null
6069,04/03/2018,5,0,-3,null
6069,04/03/2018,6,0,-3.1,null
6069,04/03/2018,7,0,-3.1,null
6069,04/03/2018,8,0,-3,null
6069,04/03/2018,9,0,-3,null
6069,04/03/2018,10,0,-2.9,null
6069,04/03/2018,11,0,-2.9,null
6069,04/03/2018,12,0,-2.4,null
6069,04/03/2018,13,0,-2.4,null
6069,04/03/2018,14,0,-1.9,null
6069,04/03/2018,15,0,-1.7,null
6069,04/03/2018,16,0,-1.8,null
6069,04/03/2018,17,0,-2.2,null
6069,04/03/2018,18,0,-2.2,null
6069,04/03/2018,19,0,-2.3,null
6069,04/03/2018,20,0,-2.2,null
6069,04/03/2018,21,0,-2.1,null
6069,04/03/2018,22,0,-2,null
6069,04/03/2018,23,0,-1.9,null
6069,05/03/2018,0,0,-1.8,null
6069,05/03/2018,1,0,-1.7,null
6069,05/03/2018,2,0,-1.5,null
6069,05/03/2018,3,0,-1.3,null
6069,05/03/2018,4,0,-1.1,null
6069,05/03/2018,5,0,-1,null
6069,05/03/2018,6,0,-1.1,null
6069,05/03/2018,7,0,-1.3,null
6069,05/03/2018,8,0,-1.8,null
6069,05/03/2018,9,0,-1.9,null
6069,05/03/2018,10,0,-1.7,null
6069,05/03/2018,11,0,-1.2,null
6069,05/03/2018,12,0,-0.8,null
6069,05/03/2018,13,0,-1,null
6069,05/03/2018,14,0,-1,null
6069,05/03/2018,15,0,-0.7,null
6069,05/03/2018,16,0,-0.4,null
6069,05/03/2018,17,0,-0.2,null
6069,05/03/2018,18,0,0.2,null
6069,05/03/2018,19,1.5,0.5,null
6069,05/03/2018,20,0.8,0.9,null
6069,05/03/2018,21,0.1,1.4,null
6069,05/03/2018,22,0.2,1.5,null
6069,05/03/2018,23,0.3,1.4,null
6069,06/03/2018,0,0.1,1.4,null
6069,06/03/2018,1,0.1,1.3,null
6069,06/03/2018,2,0.1,1.3,null
6069,06/03/2018,3,0.1,1.3,null
6069,06/03/2018,4,0,1.1,null
6069,06/03/2018,5,0,1,null
6069,06/03/2018,6,0,0.8,null
6069,06/03/2018,7,0,0.8,null
6069,06/03/2018,8,0,1,null
6069,06/03/2018,9,0,1.3,null
6069,06/03/2018,10,0,1.7,null
6069,06/03/2018,11,0,2,null
6069,06/03/2018,12,0,2,null
6069,06/03/2018,13,0,2,null
6069,06/03/2018,14,0,2.1,null
6069,06/03/2018,15,0,2.1,null
6069,06/03/2018,16,0,1.7,null
6069,06/03/2018,17,0,1.4,null
6069,06/03/2018,18,0,1,null
6069,06/03/2018,19,0,0.5,null
6069,06/03/2018,20,0,-0.2,null
6069,06/03/2018,21,0,-0.7,null
6069,06/03/2018,22,0,-0.8,null
6069,06/03/2018,23,0,-0.8,null
6069,07/03/2018,0,0,-0.8,null
6069,07/03/2018,1,0,-0.8,null
6069,07/03/2018,2,0,-0.6,null
6069,07/03/2018,3,0,-0.7,null
6069,07/03/2018,4,0,-0.8,null
6069,07/03/2018,5,0,-0.7,null
6069,07/03/2018,6,0,-0.8,null
6069,07/03/2018,7,0,-0.7,null
6069,07/03/2018,8,0,-0.6,null
6069,07/03/2018,9,0,-0.2,null
6069,07/03/2018,10,0,0.2,null
6069,07/03/2018,11,0,0.8,null
6069,07/03/2018,12,0,1.2,null
6069,07/03/2018,13,0,1.5,null
6069,07/03/2018,14,0,1.4,null
6069,07/03/2018,15,0,1.3,null
6069,07/03/2018,16,0,1.1,null
6069,07/03/2018,17,0,0.8,null
6069,07/03/2018,18,0,0.4,null
6069,07/03/2018,19,0,0,null
6069,07/03/2018,20,0,0,null
6069,07/03/2018,21,0,-0.2,null
6069,07/03/2018,22,0,-0.3,null
6069,07/03/2018,23,0,-0.3,null
6069,08/03/2018,0,0,-0.4,null
6069,08/03/2018,1,0,-0.4,null
6069,08/03/2018,2,0,-0.4,null
6069,08/03/2018,3,0,-0.4,null
6069,08/03/2018,4,0,-0.5,null
6069,08/03/2018,5,0,-0.6,null
6069,08/03/2018,6,0,-0.7,null
6069,08/03/2018,7,0,-0.7,null
6069,08/03/2018,8,0,-0.4,null
6069,08/03/2018,9,1.4,-0.2,null
6069,08/03/2018,10,2,0.2,null
6069,08/03/2018,11,0,0.4,null
6069,08/03/2018,12,0,0.5,null
6069,08/03/2018,13,0,0.6,null
6069,08/03/2018,14,0,0.7,null
6069,08/03/2018,15,0,0.6,null
6069,08/03/2018,16,0,0.6,null
6069,08/03/2018,17,0,0.4,null
6069,08/03/2018,18,0,0.3,null
6069,08/03/2018,19,0,0,null
6069,08/03/2018,20,0,0,null
6069,08/03/2018,21,0,0,null
6069,08/03/2018,22,0,-0.1,null
6069,08/03/2018,23,0,-0.1,null
6069,09/03/2018,0,0,-0.2,null
6069,09/03/2018,1,0,-0.2,null
6069,09/03/2018,2,0,-0.2,null
6069,09/03/2018,3,0,-0.3,null
6069,09/03/2018,4,0,-0.7,null
6069,09/03/2018,5,0,-1.1,null
6069,09/03/2018,6,0,-1.3,null
6069,09/03/2018,7,0,-1.4,null
6069,09/03/2018,8,0,-1.4,null
6069,09/03/2018,9,0.7,-1.2,null
6069,09/03/2018,10,1.7,-1,null
6069,09/03/2018,11,0,-0.6,null
6069,09/03/2018,12,0,-0.3,null
6069,09/03/2018,13,0,-0.1,null
6069,09/03/2018,14,0,0.1,null
6069,09/03/2018,15,0,0,null
6069,09/03/2018,16,0,0,null
6069,09/03/2018,17,0,-0.3,null
6069,09/03/2018,18,0,-0.6,null
6069,09/03/2018,19,0,-0.7,null
6069,09/03/2018,20,0,-0.8,null
6069,09/03/2018,21,0,-0.8,null
6069,09/03/2018,22,0,-1,null
6069,09/03/2018,23,0,-2,null
6069,10/03/2018,0,0,-2.9,null
6069,10/03/2018,1,0,-3.8,null
6069,10/03/2018,2,0,-4.2,null
6069,10/03/2018,3,0,-4.5,null
6069,10/03/2018,4,0,-4,null
6069,10/03/2018,5,0,-3.2,null
6069,10/03/2018,6,0,-2.7,null
6069,10/03/2018,7,0,-2.1,null
6069,10/03/2018,8,0,-1.5,null
6069,10/03/2018,9,0,-0.7,null
6069,10/03/2018,10,0,-0.2,null
6069,10/03/2018,11,0,0.1,null
6069,10/03/2018,12,0,0.3,null
6069,10/03/2018,13,0,1.2,null
6069,10/03/2018,14,0,0.9,null
6069,10/03/2018,15,0,0.6,null
6069,10/03/2018,16,0,0.4,null
6069,10/03/2018,17,0,-0.2,null
6069,10/03/2018,18,0,-0.9,null
6069,10/03/2018,19,0,-1.4,null
6069,10/03/2018,20,0,-1.4,null
6069,10/03/2018,21,0,-1.2,null
6069,10/03/2018,22,0,-0.9,null
6069,10/03/2018,23,0,-0.8,null
6069,11/03/2018,0,0,-0.6,null
6069,11/03/2018,1,0,-0.4,null
6069,11/03/2018,2,0,-0.4,null
6069,11/03/2018,3,0.3,-0.3,null
6069,11/03/2018,4,0.2,-0.1,null
6069,11/03/2018,5,0.5,-0.1,null
6069,11/03/2018,6,0.4,-0.1,null
6069,11/03/2018,7,0.5,0,null
6069,11/03/2018,8,0.5,0,null
6069,11/03/2018,9,0.8,0.2,null
6069,11/03/2018,10,1.6,0.3,null
6069,11/03/2018,11,1.4,0.7,null
6069,11/03/2018,12,0.5,1.1,null
6069,11/03/2018,13,0,1.3,null
6069,11/03/2018,14,0,1.5,null
6069,11/03/2018,15,0,1.7,null
6069,11/03/2018,16,0,1.9,null
6069,11/03/2018,17,0,2,null
6069,11/03/2018,18,0,2.1,null
6069,11/03/2018,19,0,2.1,null
6069,11/03/2018,20,0.8,2.1,null
6069,11/03/2018,21,1.5,2,null
6069,11/03/2018,22,0.9,2.4,null
6069,11/03/2018,23,0,2.9,null
6069,12/03/2018,0,0,3.2,null
6069,12/03/2018,1,0,3.4,null
6069,12/03/2018,2,0,3.6,null
6069,12/03/2018,3,0,3.7,null
6069,12/03/2018,4,0,3.8,null
6069,12/03/2018,5,0,3.8,null
6069,12/03/2018,6,0,3.4,null
6069,12/03/2018,7,0,3.1,null
6069,12/03/2018,8,0,2.7,null
6069,12/03/2018,9,0,2.6,null
6069,12/03/2018,10,0,3.1,null
6069,12/03/2018,11,0,3.8,null
6069,12/03/2018,12,0,4.4,null
6069,12/03/2018,13,0,4.8,null
6069,12/03/2018,14,0,5,null
6069,12/03/2018,15,0,4.5,null
6069,12/03/2018,16,0,3.9,null
6069,12/03/2018,17,0,3.7,null
6069,12/03/2018,18,0,3.2,null
6069,12/03/2018,19,0,2.4,null
6069,12/03/2018,20,0,1.9,null
6069,12/03/2018,21,0,1.7,null
6069,12/03/2018,22,0,1.5,null
6069,12/03/2018,23,0,1.2,null
6069,13/03/2018,0,0,1,null
6069,13/03/2018,1,0,0.9,null
6069,13/03/2018,2,0,0.8,null
6069,13/03/2018,3,0,1,null
6069,13/03/2018,4,0,1,null
6069,13/03/2018,5,0,0.8,null
6069,13/03/2018,6,0,0.8,null
6069,13/03/2018,7,0,0.6,null
6069,13/03/2018,8,0,0.8,null
6069,13/03/2018,9,0,1.2,null
6069,13/03/2018,10,0,1.7,null
6069,13/03/2018,11,0,2,null
6069,13/03/2018,12,0,1.9,null
6069,13/03/2018,13,0,1.9,null
6069,13/03/2018,14,0,1.8,null
6069,13/03/2018,15,0,1.7,null
6069,13/03/2018,16,0,1.9,null
6069,13/03/2018,17,0,1.6,null
6069,13/03/2018,18,0,1.4,null
6069,13/03/2018,19,0,0.9,null
6069,13/03/2018,20,0,-0.1,null
6069,13/03/2018,21,0,-1,null
6069,13/03/2018,22,0,-1.4,null
6069,13/03/2018,23,0,-1.5,null
6069,14/03/2018,0,0,-1,null
6069,14/03/2018,1,0,-1.2,null
6069,14/03/2018,2,0,-1.4,null
6069,14/03/2018,3,0,-1.6,null
6069,14/03/2018,4,0,-2.1,null
6069,14/03/2018,5,0,-1.6,null
6069,14/03/2018,6,0,-1.2,null
6069,14/03/2018,7,0,-1.5,null
6069,14/03/2018,8,0,-0.9,null
6069,14/03/2018,9,0,0.7,null
6069,14/03/2018,10,0,1.8,null
6069,14/03/2018,11,0,2.2,null
6069,14/03/2018,12,0,1.9,null
6069,14/03/2018,13,0,2,null
6069,14/03/2018,14,0,1.9,null
6069,14/03/2018,15,0,1.6,null
6069,14/03/2018,16,0,1.5,null
6069,14/03/2018,17,0,1.1,null
6069,14/03/2018,18,0,0.6,null
6069,14/03/2018,19,0,0.3,null
6069,14/03/2018,20,0,0.1,null
6069,14/03/2018,21,0,0.3,null
6069,14/03/2018,22,0,-0.3,null
6069,14/03/2018,23,0,-0.3,null
6069,15/03/2018,0,0,-0.1,null
6069,15/03/2018,1,0,0,null
6069,15/03/2018,2,0,0.2,null
6069,15/03/2018,3,0,0.4,null
6069,15/03/2018,4,0,0.4,null
6069,15/03/2018,5,0,0.1,null
6069,15/03/2018,6,0,-0.1,null
6069,15/03/2018,7,0,-0.2,null
6069,15/03/2018,8,0,-0.4,null
6069,15/03/2018,9,0,-0.3,null
6069,15/03/2018,10,0,-0.1,null
6069,15/03/2018,11,0,0.1,null
6069,15/03/2018,12,0,0.2,null
6069,15/03/2018,13,0,0.1,null
6069,15/03/2018,14,0,-0.3,null
6069,15/03/2018,15,0,-0.4,null
6069,15/03/2018,16,0,-0.3,null
6069,15/03/2018,17,0,-0.4,null
6069,15/03/2018,18,0,-0.7,null
6069,15/03/2018,19,0,-0.6,null
6069,15/03/2018,20,0,-0.6,null
6069,15/03/2018,21,0,-0.7,null
6069,15/03/2018,22,0,-1,null
6069,15/03/2018,23,0,-1.2,null
6069,16/03/2018,0,0,-1.3,null
6069,16/03/2018,1,0,-1.4,null
6069,16/03/2018,2,0,-1.6,null
6069,16/03/2018,3,0,-1.8,null
6069,16/03/2018,4,0,-2.3,null
6069,16/03/2018,5,0,-2.7,null
6069,16/03/2018,6,0,-3.4,null
6069,16/03/2018,7,0,-3.3,null
6069,16/03/2018,8,0,-3.2,null
6069,16/03/2018,9,0,-3,null
6069,16/03/2018,10,0,-2.8,null
6069,16/03/2018,11,0,-2.5,null
6069,16/03/2018,12,0,-2.2,null
6069,16/03/2018,13,0,-2,null
6069,16/03/2018,14,0,-1.8,null
6069,16/03/2018,15,0,-1.8,null
6069,16/03/2018,16,0,-1.9,null
6069,16/03/2018,17,0,-2.3,null
6069,16/03/2018,18,0,-2.5,null
6069,16/03/2018,19,0,-2.9,null
6069,16/03/2018,20,0,-3.2,null
6069,16/03/2018,21,0,-3.1,null
6069,16/03/2018,22,0,-3.4,null
6069,16/03/2018,23,0,-3.8,null
6069,17/03/2018,0,0,-4.4,null
6069,17/03/2018,1,0,-4.4,null
6069,17/03/2018,2,0,-4.6,null
6069,17/03/2018,3,0,-4.7,null
6069,17/03/2018,4,0,-5,null
6069,17/03/2018,5,0,-4.8,null
6069,17/03/2018,6,0,-4.8,null
6069,17/03/2018,7,0,-4.4,null
6069,17/03/2018,8,0,-3.9,null
6069,17/03/2018,9,0,-3.5,null
6069,17/03/2018,10,0,-3.4,null
6069,17/03/2018,11,0,-3.1,null
6069,17/03/2018,12,0,-2.6,null
6069,17/03/2018,13,0,-2.3,null
6069,17/03/2018,14,0,-2.2,null
6069,17/03/2018,15,0,-1.8,null
6069,17/03/2018,16,0,-2.1,null
6069,17/03/2018,17,0,-2,null
6069,17/03/2018,18,0,-2.4,null
6069,17/03/2018,19,0,-2.4,null
6069,17/03/2018,20,0,-2.5,null
6069,17/03/2018,21,0,-2.8,null
6069,17/03/2018,22,0,-3.2,null
6069,17/03/2018,23,0,-3.5,null
6069,18/03/2018,0,0,-3.9,null
6069,18/03/2018,1,0,-4.2,null
6069,18/03/2018,2,0,-4.4,null
6069,18/03/2018,3,0,-4.5,null
6069,18/03/2018,4,0,-4.5,null
6069,18/03/2018,5,0,-4.7,null
6069,18/03/2018,6,0,-4.7,null
6069,18/03/2018,7,0,-4,null
6069,18/03/2018,8,0,-2.7,null
6069,18/03/2018,9,0,-1.5,null
6069,18/03/2018,10,0,-0.5,null
6069,18/03/2018,11,0,0,null
6069,18/03/2018,12,0,0.4,null
6069,18/03/2018,13,0,0.5,null
6069,18/03/2018,14,0,0.5,null
6069,18/03/2018,15,0,0.4,null
6069,18/03/2018,16,0,0.1,null
6069,18/03/2018,17,0,-0.7,null
6069,18/03/2018,18,0,-1.9,null
6069,18/03/2018,19,0,-2.9,null
6069,18/03/2018,20,0,-3.6,null
6069,18/03/2018,21,0,-4.2,null
6069,18/03/2018,22,0,-4.6,null
6069,18/03/2018,23,0,-5.3,null
6069,19/03/2018,0,0,-6.1,null
6069,19/03/2018,1,0,-6.5,null
6069,19/03/2018,2,0,-6.9,null
6069,19/03/2018,3,0,-6.9,null
6069,19/03/2018,4,0,-6.8,null
6069,19/03/2018,5,0,-6.5,null
6069,19/03/2018,6,0,-6.4,null
6069,19/03/2018,7,0,-5.1,null
6069,19/03/2018,8,0,-3.4,null
6069,19/03/2018,9,0,-1.4,null
6069,19/03/2018,10,0,1,null
6069,19/03/2018,11,0,2.8,null
6069,19/03/2018,12,0,3.7,null
6069,19/03/2018,13,0,4.4,null
6069,19/03/2018,14,0,4.6,null
6069,19/03/2018,15,0,4.5,null
6069,19/03/2018,16,0,5,null
6069,19/03/2018,17,0,5,null
6069,19/03/2018,18,0,4.2,null
6069,19/03/2018,19,0,3.7,null
6069,19/03/2018,20,0,3.6,null
6069,19/03/2018,21,0,2.6,null
6069,19/03/2018,22,0,1.3,null
6069,19/03/2018,23,0,0.2,null
6069,20/03/2018,0,0,-0.5,null
6069,20/03/2018,1,0,-0.9,null
6069,20/03/2018,2,0,-0.9,null
6069,20/03/2018,3,0,-0.4,null
6069,20/03/2018,4,0,-0.2,null
6069,20/03/2018,5,0,-0.6,null
6069,20/03/2018,6,0,-0.7,null
6069,20/03/2018,7,0,-0.4,null
6069,20/03/2018,8,0,1,null
6069,20/03/2018,9,0,2.3,null
6069,20/03/2018,10,0,3.3,null
6069,20/03/2018,11,0,4.1,null
6069,20/03/2018,12,0,4.7,null
6069,20/03/2018,13,0,5.2,null
6069,20/03/2018,14,0,5.2,null
6069,20/03/2018,15,0,5.1,null
6069,20/03/2018,16,0,4.7,null
6069,20/03/2018,17,0,3.9,null
6069,20/03/2018,18,0,2,null
6069,20/03/2018,19,0,0,null
6069,20/03/2018,20,0,-0.9,null
6069,20/03/2018,21,0,-1.3,null
6069,20/03/2018,22,0,-1.6,null
6069,20/03/2018,23,0,-1.9,null
6069,21/03/2018,0,0,-1.8,null
6069,21/03/2018,1,0,-2,null
6069,21/03/2018,2,0,-1.7,null
6069,21/03/2018,3,0,-1.2,null
6069,21/03/2018,4,0,-0.2,null
6069,21/03/2018,5,0,0.7,null
6069,21/03/2018,6,0,1,null
6069,21/03/2018,7,0,1.4,null
6069,21/03/2018,8,0,2.4,null
6069,21/03/2018,9,0,4.3,null
6069,21/03/2018,10,0,4.7,null
6069,21/03/2018,11,0,5.5,null
6069,21/03/2018,12,0,5.7,null
6069,21/03/2018,13,0,5.2,null
6069,21/03/2018,14,0,3.7,null
6069,21/03/2018,15,0,4.2,null
6069,21/03/2018,16,0,4.4,null
6069,21/03/2018,17,0,3.9,null
6069,21/03/2018,18,0,3.3,null
6069,21/03/2018,19,0,2.8,null
