"","red.avg","red.sd","DM.red.avg","DM.red.sd","DM.lf.avg","DM.lf.sd","study.no"
"1",69.5296245741617,31.4586040617302,-48.1402189352952,20.5501406779249,3.72446808510638,2.43216334386253,24
