"","red.avg","red.lwr","red.upr","red.sd","DM.red.avg","DM.red.sd","DM.lf.avg","DM.lf.sd","study.no"
"1",31.9169704755142,19.0482135789614,44.785727372067,30.475693862254,-47.6588692214975,17.1913220364554,3.35341104497354,1.87983448544611,24
